name,level,score,count,chapters,firstChapter,lastChapter,regionLabel,aliases,contextSample
方正,confirmed,227.6,292,100,14,2364,南疆,方正 / 古月方正 / 方正啊 / 是方正 / 在方正 / 做古月方正 / 到方正的运 / 对方正 / 对方正的血 / 方正的 / 方正的信 / 方正的甲等天 / 方正的运 / 方正的魔道 / 起古月方正,抹玩味深沉的笑意。“明明只是个丙等资质，为什么哥哥还这么平静？”不由地，方正的心中充满了疑惑。方源再没有多说，拍拍方正的背，转身就走。方正表情愣愣的
赵怜云,confirmed,227.6,82,35,514,2364,中洲,赵怜云 / 怜云仙子 / 看向赵怜云 / 了看赵怜云 / 仙见赵怜云 / 传音赵怜云 / 便是赵怜云 / 对赵怜云 / 浩对赵怜云 / 看着赵怜云 / 续对赵怜云 / 赵怜云啊 / 赵怜云的运 / 还请怜云仙子,对赵家的态度也都并不在意。一旁端坐着的方源，扫视了案几上的情报文书一眼。赵怜云。这个名字他一直记在心上，日后的奇女子，马鸿运的妻子之一，成就智道蛊仙的
骷髅姥姥,confirmed,227.06,3,2,1997,2027,太古白天,骷髅姥姥 / 对骷髅姥姥,族势力。”安崇知道骷髅姥姥不会凭空废话，连忙请教：“不知前辈有何见解？”骷髅姥姥道：“我们既然要联合太古黑天的人族势力，为何不连太古白天也一起算上呢？也
萧荷尖,confirmed,226.68,19,15,2019,2321,太古黑天,萧荷尖,仙和武庸谈判的时候，吴帅处亦接到了蛊仙的求见。“求见我的这位小人蛊仙名为萧荷尖？”吴帅眯了眯眼。“是的。”禀告的蛊仙介绍道，“此仙实力高超，声名早已传
黄史上人,confirmed,222.3,145,11,1425,1829,中洲,黄史上人 / 斩杀黄史上人 / 是黄史上人 / 下我黄史上人 / 不上黄史上人 / 不到黄史上人 / 中的黄史上人 / 会被黄史上人 / 位黄史上人 / 住了黄史上人 / 例如黄史上人 / 侵蚀黄史上人 / 击中黄史上人 / 动着黄史上人 / 取走黄史上人 / 只有黄史上人 / 向黄史上人 / 大能黄史上人 / 对于黄史上人 / 对黄史上人 / 就让黄史上人 / 得知黄史上人 / 怜的黄史上人 / 打中黄史上人 / 拍击黄史上人 / 是令黄史上人 / 是给黄史上人 / 杀向黄史上人 / 杀掉黄史上人 / 杀死黄史上人 / 歌和黄史上人 / 正中黄史上人 / 派遣黄史上人 / 疑是黄史上人 / 直冲黄史上人 / 直奔黄史上人 / 绎着黄史上人 / 经在黄史上人 / 继黄史上人 / 自从黄史上人 / 要让黄史上人 / 让黄史上人 / 还有黄史上人 / 远差黄史上人 / 道的黄史上人,来：“不要挣扎啊，凤九歌，我乃天庭蛊仙，特来援助于你，你可以称呼我为——黄史上人！”说着，水流龙卷猛地扩张，体积膨胀成之前的数十倍。无数的气泡喷涌，遮蔽
狂蛮魔尊,confirmed,221.6,156,27,611,2313,待考,狂蛮魔尊 / 是狂蛮魔尊 / 到了狂蛮魔尊 / 就是狂蛮魔尊 / 师从狂蛮魔尊 / 乃是狂蛮魔尊 / 便是狂蛮魔尊 / 得到狂蛮魔尊 / 当初狂蛮魔尊 / 当年狂蛮魔尊 / 比如狂蛮魔尊 / 自从狂蛮魔尊 / 还有狂蛮魔尊 / 三张狂蛮魔尊 / 也是狂蛮魔尊 / 从师狂蛮魔尊 / 从狂蛮魔尊 / 份狂蛮魔尊 / 会被狂蛮魔尊 / 似乎狂蛮魔尊 / 借助狂蛮魔尊 / 像是狂蛮魔尊 / 关于狂蛮魔尊 / 关押狂蛮魔尊 / 再无狂蛮魔尊 / 凭借狂蛮魔尊 / 利者狂蛮魔尊 / 到过狂蛮魔尊 / 加上狂蛮魔尊 / 动出狂蛮魔尊 / 及到狂蛮魔尊 / 发了狂蛮魔尊 / 后来狂蛮魔尊 / 含着狂蛮魔尊 / 堂堂狂蛮魔尊 / 座狂蛮魔尊 / 引来狂蛮魔尊 / 当狂蛮魔尊 / 得过狂蛮魔尊 / 成了狂蛮魔尊 / 或许狂蛮魔尊 / 承了狂蛮魔尊 / 探寻狂蛮魔尊 / 握了狂蛮魔尊 / 收获狂蛮魔尊 / 是有狂蛮魔尊 / 是让狂蛮魔尊 / 最终狂蛮魔尊 / 楼和狂蛮魔尊 / 死在狂蛮魔尊 / 气的狂蛮魔尊 / 汲取狂蛮魔尊 / 活了狂蛮魔尊 / 然是狂蛮魔尊 / 由被狂蛮魔尊 / 界是狂蛮魔尊 / 的狂蛮魔尊 / 着狂蛮魔尊 / 知道狂蛮魔尊 / 算是狂蛮魔尊 / 算有狂蛮魔尊 / 管是狂蛮魔尊 / 经被狂蛮魔尊 / 至于狂蛮魔尊 / 获得狂蛮魔尊 / 藏着狂蛮魔尊 / 虽然狂蛮魔尊 / 说中狂蛮魔尊 / 诸如狂蛮魔尊 / 过是狂蛮魔尊,，兽威充天彻地。它手脚轻挥，便能崩山断江。张口一吼，声震万里，催天荡地。狂蛮魔尊亦赞道：“好畜生！”地元苍枭拥有不下于人的智慧，闻言大怒，张口一吐，九天
毓秀仙子,confirmed,218.8,90,16,2190,2213,中洲,毓秀仙子 / 也是毓秀仙子 / 从毓秀仙子 / 借助毓秀仙子 / 到了毓秀仙子 / 和毓秀仙子 / 因在毓秀仙子 / 就连毓秀仙子 / 巅的毓秀仙子 / 承载毓秀仙子 / 接将毓秀仙子 / 时让毓秀仙子 / 正是毓秀仙子 / 益于毓秀仙子 / 直和毓秀仙子 / 结果毓秀仙子 / 诱骗毓秀仙子 / 身在毓秀仙子 / 配合毓秀仙子 / 陡现毓秀仙子,皓、毓秀以及丰雅，皆是主修智道，兼修星道。明皓仙子的实力，贵方已有了解。毓秀仙子比她只强不弱，数天前的大战，我方正是增兵和其纠缠，将其拖住。”“至于丰雅
凤金煌,confirmed,217.6,958,130,373,2354,中洲,凤金 / 凤金煌 / 凤金煌啊 / 凤金煌的护 / 且凤金煌 / 又对凤金煌 / 恭临凤金煌 / 是对凤金煌 / 采用凤金煌,承，已经开启了吧？这可是真正的蛊仙传承，比之三王传承，珍贵不知多少倍！那凤金煌，就是凭此传承，成就了蛊仙，成为日后名动天下的人物……”与此同时，中洲
苏白曼,confirmed,217.3,15,10,763,1832,东海,苏白曼 / 仙僵苏白曼 / 苏白曼了,斩获。“是什么法子？”方源追问。太白云生便道：“鲨魔有一位双修道侣，名为苏白曼，也是仙僵之体。早年时候，苏白曼抓住一次机缘，击败强敌，获得了一只宙道仙
多宝真人,confirmed,216.92,1,1,477,477,待考,多宝真人,。宝黄天的来源，就牵涉到太古九天中的黄天。中古时期，有一位八转蛊仙，号称多宝真人，意外得获得一块黄天碎片。他将其融入自家的洞天之后，就形成了宝黄天。宝黄
空绝老仙,confirmed,214.12,11,11,612,2254,中洲,空绝老仙,瑶继续如数家珍道：“这其中，天难老怪，性情怪癖，妄图炼化天空而身败陨落。空绝老仙，对空窍研究最深，著有《仙窍方略》，还助十绝体成仙。在他之前，从未有十绝
苍郁仙子,confirmed,213.02,61,8,684,906,中洲,苍郁仙子 / 和苍郁仙子 / 不过苍郁仙子 / 便将苍郁仙子 / 先和苍郁仙子 / 意为苍郁仙子 / 扬和苍郁仙子 / 旁的苍郁仙子 / 正和苍郁仙子 / 的苍郁仙子 / 盯着苍郁仙子 / 看了苍郁仙子 / 请了苍郁仙子,功臣！这一次攻略狐仙福地，我会亲自出动。而且还邀请了苍郁仙子，残阳老君。苍郁仙子战力和我不相上下，掌握至少三道凡道杀招，残阳老君更是七转蛊仙，拥有攻伐仙
翠波仙子,confirmed,212.0,96,12,1415,2062,西漠,翠波仙子 / 顶着翠波仙子 / 位翠波仙子 / 对翠波仙子 / 救下翠波仙子 / 虏了翠波仙子 / 向翠波仙子 / 宠爱翠波仙子 / 爱妾翠波仙子 / 下了翠波仙子 / 不上翠波仙子 / 且翠波仙子 / 个翠波仙子 / 为的翠波仙子 / 加害翠波仙子 / 发现翠波仙子 / 向了翠波仙子 / 含着翠波仙子 / 地和翠波仙子 / 她们翠波仙子 / 就是翠波仙子 / 当翠波仙子 / 恰逢翠波仙子 / 想到翠波仙子 / 打杀翠波仙子 / 找寻翠波仙子 / 挑拨翠波仙子 / 收容翠波仙子 / 放任翠波仙子 / 救援翠波仙子 / 时翠波仙子 / 来给翠波仙子 / 界的翠波仙子 / 的是翠波仙子 / 能让翠波仙子 / 舍了翠波仙子 / 虽然翠波仙子 / 还将翠波仙子 / 还是翠波仙子 / 还有翠波仙子 / 追击翠波仙子 / 遇到翠波仙子 / 里和翠波仙子,中两个仙窍，另外一个，方源境界不足，不能吞并，只能任由它落下去形成福地。翠波仙子和三羽童人，也算是一个强势的组合。他们俩耍弄心机，不仅将之前的妖蚊子骗入
花蝶女仙,confirmed,208.66,23,8,1172,1924,东海,花蝶女仙 / 花蝶仙子 / 向花蝶女仙,，已经结成了一个蛊仙的利益团伙。这个利益团伙一共有四人。以庙明神为中心，花蝶女仙、蜂将、鬼七爷为庙明神马首是瞻。其中，花蝶女仙、蜂将皆是六转修为，鬼七爷
太白云生,confirmed,205.6,2094,281,436,1788,北原,太白 / 太白云生 / 从太白云生 / 了太白云生 / 到太白云生 / 在太白云生 / 进太白云生 / 太白云生的 / 仙太白云生 / 入太白云生 / 出太白云生 / 向太白云生 / 对太白云生 / 应太白云生 / 往太白云生 / 慰太白云生 / 时太白云生 / 是太白云生 / 要太白云生,此蛊。第三种，则是宙道六转仙蛊江山如故。此蛊还未诞生，并非自然形成。其主太白云生，目前还只是北原的一位五转蛊师罢了。“我在南疆三叉山，当众炼成了仙蛊
凤九歌,confirmed,203.6,142,73,417,2332,中洲,凤九歌 / 凤九歌啊 / 凤九歌的仙 / 凤九歌的音 / 对凤九歌 / 他对凤九歌 / 令凤九歌 / 传来凤九歌 / 凤九歌呢 / 凤九歌的 / 凤九歌的护 / 凤九歌的那 / 则劝凤九歌 / 削减凤九歌 / 嘱咐凤九歌 / 在凤九歌 / 提醒凤九歌 / 是凤九歌的 / 是被凤九歌 / 瞄向凤九歌 / 进入凤九歌 / 送到凤九歌,一派生机勃勃的仙家气象。而此时，在山顶处的上清阁中，却是一片凝重氛围。“凤九歌，欺吾太甚！”太上大长老吹胡子瞪眼，双手捏着薄薄的一张信纸，气愤得都微微
吴帅,confirmed,203.6,103,53,1849,2360,东海,吴帅 / 吴帅啊,答应下来，合身投入到梦境之中。一入梦中，他顿时陷入一片浓郁的黑暗之中。“吴帅，醒一醒，醒一醒。”身边有人推搡着龙人分身。龙人分身便睁开双眼，见到一位
大梦仙尊,confirmed,203.5,81,7,472,2354,待考,来的大梦仙尊 / 大梦仙尊 / 成为大梦仙尊 / 关乎大梦仙尊 / 便是大梦仙尊 / 定的大梦仙尊 / 事关大梦仙尊 / 会在大梦仙尊 / 位是大梦仙尊 / 只有大梦仙尊 / 就是大梦仙尊 / 是大梦仙尊 / 诞生大梦仙尊 / 乃是大梦仙尊 / 乎到大梦仙尊 / 产生大梦仙尊 / 代的大梦仙尊 / 以及大梦仙尊 / 位大梦仙尊 / 出现大梦仙尊 / 剩下大梦仙尊 / 单说大梦仙尊 / 又和大梦仙尊 / 及到大梦仙尊 / 只要大梦仙尊 / 在大梦仙尊 / 培出大梦仙尊 / 它和大梦仙尊 / 尊的大梦仙尊 / 当代大梦仙尊 / 怪说大梦仙尊 / 指出大梦仙尊 / 接引大梦仙尊 / 旧是大梦仙尊 / 是当大梦仙尊 / 未来大梦仙尊 / 涉及大梦仙尊 / 示着大梦仙尊 / 种大梦仙尊 / 等到大梦仙尊 / 蛊和大梦仙尊 / 见到大梦仙尊 / 谓的大梦仙尊 / 还是大梦仙尊,，你肯定知晓的吧。梦境，这可是关乎到大梦仙尊的机缘！想想看，你如果成为未来的大梦仙尊，会怎样？就算只碰到一丝机缘，也绝对能改变你的现况啊。如果你不去做，不去
狐仙地灵,confirmed,202.1,35,12,374,1132,中洲,狐仙地灵 / 你和狐仙地灵 / 刚那狐仙地灵 / 到的狐仙地灵 / 唤出狐仙地灵 / 小狐仙地灵 / 就是狐仙地灵 / 帮助狐仙地灵 / 念起狐仙地灵 / 招来狐仙地灵 / 是由狐仙地灵 / 留着狐仙地灵,你落后别人那么多，怎么可能获胜呢？还不如直接放弃，反正你已经没希望了。”狐仙地灵嘟着粉嫩的小嘴，忽然出现在方正的身边。狐仙地灵形如小女童，肌肤若雪，又透
影无邪,confirmed,196.56,48,26,987,2101,南疆,影无邪 / 影无邪好了 / 传来影无邪 / 六对影无邪 / 冰对影无邪 / 向影无邪 / 影无邪的 / 影无邪的仙 / 影无邪的力 / 次影无邪 / 生从影无邪 / 运用影无邪,的修行资源。荡魂山便是重中之重，有了它，就有一个取之不尽用之不竭的财源。影无邪冷笑一声：“狐仙福地丢失，已成定局。里面的资源，就先让十大古派保管一下吧
火原洞主,confirmed,196.24,52,4,2129,2154,太古白天,火原洞主 / 从火原洞主 / 以及火原洞主 / 到了火原洞主 / 够令火原洞主 / 对于火原洞主 / 探向火原洞主 / 是火原洞主 / 正是火原洞主 / 源从火原洞主 / 源将火原洞主 / 环绕火原洞主 / 绕着火原洞主 / 袭击火原洞主,，在一瞬间横扫正气盟的诸多蛊仙。两天的洞天是重灾区，华语老仙、骷髅姥姥、火原洞主等人是最主要的受害者。除此之外，就是宋家、若来家、蔡家。其余的东海超级势
姜钰,confirmed,195.6,138,21,707,1184,北原,姜钰 / 姜钰仙子 / 在姜钰 / 在姜钰仙子 / 对姜钰仙子 / 位姜钰 / 位姜钰仙子 / 和姜钰 / 和姜钰仙子 / 对付姜钰 / 对付姜钰仙子 / 对姜钰 / 是姜钰 / 是姜钰仙子,，反应过来：“原来是姜钰仙子。”他旋即就将目光投向黑城。北原蛊仙都知道，姜钰仙子乃是黑城的第二十七房，同样是暗道蛊仙，拥有仙蛊暗渡，可以隐藏灵机，干
萧家老祖,confirmed,193.08,9,3,980,1018,西漠,萧家老祖 / 今萧家老祖 / 则是萧家老祖 / 得到萧家老祖,振兴家族的重任，就交到你的身上了。”萧山双眼骤亮，激动得雄躯剧颤。蛊仙！萧家老祖！“难道这传闻是真的？我萧家祖上真的出过蛊仙？这股声音，让我觉得是如此的
江牙,confirmed,189.5,5,2,20,115,南疆,江牙的青年 / 江牙 / 江牙的青年蛊,另一个年轻人，这时开口道。众人听她说话，这才知道这个年轻人是个女子。名叫江牙的青年蛊师被女同伴说的没趣，停止了冷笑，看也不看猎户们供奉出来的零碎元石。这些
贾金生,confirmed,183.96,13,3,50,63,南疆,贾金生 / 不说贾金生 / 他和贾金生 / 和贾金生 / 对贾金生 / 是贾金生 / 看向贾金生 / 说贾金生,黄泥越肥沃越佳。它数量稀少，是炼成宝气黄铜蟾的必须主蛊。市价五百块元石。贾金生，你要收购么？”“你，竟然知道的这么清楚……”贾金生嘴皮子哆嗦着，被这样
百八十奴,confirmed,183.14,2,1,1395,1395,东海,百八十奴,源居然也知道。这是奴道的法门，和一个人有关系，这个人的名字有些奇特，叫做百八十奴。他是东海蛊仙，早年经历坎坷，乃是奴隶出生，身份低微，利用一次次的机会，
古月空井,confirmed,182.92,1,1,96,96,南疆,古月空井的男,集冻土，一个小时之后在这里集合。空井，现在分发工具。”角三话音刚落，叫做古月空井的男组员便站了出来。他手掌平伸开来，一道黄色的光便从他腹部空窍射出，倏地悬停
阳骏,confirmed,182.92,1,1,1713,1713,东海,阳骏,过好景不长，数天后，方源终于泄露了身份。发现他的是东海一位散修八转，名为阳骏，驾驭着仙蛊屋宝马香车，追赶龙宫时，意外发现了方源。方源狠狠地和他对拼一
铁若男,confirmed,181.6,502,59,178,2318,南疆,铁若 / 铁若男 / 看向铁若男,草，升腾起一股难闻的烟气。显然是受了很重的伤。“爹，你怎么样了？！”少女铁若男连忙举起双手，要为铁血冷治疗。“不用大惊小怪，这伤势你也不是不知道，吐
古月方想,confirmed,181.06,3,2,2273,2330,待考,古月方想 / 到古月方想,。连可心侦查了一下，发现这位毛民蛊师竟是一位毛民和人族的混血儿。“他叫做古月方想。”毛十二适时地介绍道。连可心顿时瞳孔猛缩，浑身剧震。毛十二连忙伸手：“
林大鸟,confirmed,179.14,2,1,949,949,待考,时从林大鸟 / 林大鸟,崖峭壁，中间是巨大的空间，鸟类能很好的在这里发挥。此时，一只只飞鸟，时不时从林大鸟的仙窍中飞出来，不断飞往四面八方。奴道就是方便，自从深入地沟，林大鸟便担
叶凡,confirmed,179.06,33,14,696,2091,南疆,叶凡 / 是叶凡 / 叶凡啊 / 和叶凡,和你一样。不过碰到我，也算你的运气。谁叫我曾经是寨子中最有名的兽医呢？”叶凡喃喃自语，心中同情心大起，开始治疗这头犬兽皇。他催动蛊虫，治疗兽皇的伤势
东方长凡,confirmed,178.94,22,13,675,1209,北原,东方长凡 / 在东方长凡,。“大人！！”东方余亮早已泪流满面，此刻不禁悲哭出声。北原第一智道蛊仙，东方长凡，就此身亡。消息传出，东方部族悲哭声三天三夜不绝。而收到消息的各大北原势
商一帆,confirmed,176.84,2,2,330,2149,待考,商一帆,手当中，有一位对手，母亲就是族长大人的表妹，是商家中人，势力很大。他叫做商一帆，是此次少主之争中最大的热门。有他的母亲在他的背后帮助他，他至少会有六十
武庸,confirmed,175.6,102,62,1238,2293,南疆,武庸 / 在武庸 / 武庸啊 / 和武庸 / 对武庸的仙 / 武庸的话 / 武庸的音,！我可是你最忠心耿耿，忠心不二的奴仆啊！”虚驼叫喊得嘶声力竭。“呵呵。”武庸冷笑，手指着虚驼，痛斥道，“好一个忠心不二的奴仆，虚驼！枉我这般信任你，
龙公,confirmed,175.6,176,94,1254,2210,中洲,龙公 / 龙公的话 / 对龙公 / 龙公啊 / 龙公的 / 龙公的仙 / 龙公的变化 / 龙公的龙人,刻洞察着。天庭。紫薇仙子看着赵怜云开始实战训练，担忧的神情浮现在脸上：“龙公大人，您真的认为，这样的训练，能让赵怜云上得了战场吗？乃是太急促了，赵怜云的
陆畏因,confirmed,174.94,77,40,1430,2250,南疆,陆畏因 / 便对陆畏因 / 刻陆畏因 / 安抚陆畏因 / 对陆畏因 / 望着陆畏因 / 看向陆畏因 / 续对陆畏因 / 陆畏因的仙 / 陆畏因的土,第三百八十九节：陆畏因第三百八十九节：陆畏因“和命相比，运是无法持久的。”“虽然出了一点意外，但又能如何？”紫薇仙子
百草率,confirmed,174.92,1,1,225,225,待考,百草率,的侄子，名为百陌亭，身材瘦削，是第一天狩猎后的第三名。两位女子，一位名叫百草率，长得相当草率，却是第四。一名叫做百莲，容貌清丽，肌肤白皙，睫毛又浓又密
百陌亭,confirmed,174.92,1,1,225,225,待考,百陌亭,。两男两女，无一例外，均是三转修为。其中一位男子，正是百陌行的侄子，名为百陌亭，身材瘦削，是第一天狩猎后的第三名。两位女子，一位名叫百草率，长得相当草
百盛景,confirmed,174.92,1,1,226,226,待考,百盛景,、百莲，以及另外两位女蛊师，年龄和百莲相仿，均有二转修为。其中一位，名为百盛景，对方源十分感激。先前正是她中的毒，被方源的清热蛊解救。队伍其热融融，方
史宏,confirmed,174.92,1,1,846,846,待考,史宏的弟子拦,五德门这一天，方正听完另一位长老的公开讲授，走在回去的路上，却被一位叫做史宏的弟子拦住。“方正长老。”史宏首先施了一礼。方正还礼，心底还有些不好意思。因为史
二毛,confirmed,174.92,1,1,900,900,待考,二毛的女性毛,手来，将这位死不瞑目的七转毛民蛊仙的眼皮子轻轻阖上。“啊，不——！”名叫二毛的女性毛民蛊仙，看到这一幕，彻底地崩溃了。哀嚎一声后，扑在大毛的尸体上，双眼一翻
黑心道人,confirmed,174.92,1,1,1739,1739,待考,黑心道人,仙们，心中无不震恐。这送友风来头极大，乃是当初一位怪杰所创。这位怪杰名为黑心道人，专修风道，但晚年参详《人祖传》大有所获。在他闭关了近十年后，送友风杀招
钟义,confirmed,174.92,1,1,2126,2126,待考,钟义,真传取出。西漠蛊师当场跪拜，要求加入武家。武庸当即应允。这位西漠蛊师叫做钟义，品性、才情皆不弱，稍加培养便是蛊仙种子，值得武家收下。因为方源的关系，
白沧水,confirmed,172.8,20,12,889,2352,中洲,白沧水 / 沧水仙子 / 经将白沧水,的隐秘天庭。宫殿重重，光明万丈。监天塔耸立其间，四大八转蛊仙：监天塔主、白沧水、炼九生、碧晨天，分列东南西北四个方位。巨大的蛊阵，在半空中描绘出恢弘的
童画,confirmed,171.66,38,9,1321,1934,东海,童画 / 童画仙子 / 童画了,福地的样子啊。”方源对身旁坐着的庙明神道。庙明神笑了笑：“楚兄有所不知，童画仙子最近刚刚渡过一劫。”“原来如此。”方源顿时了然。蛊仙渡劫成功之后，仙
宋紫星,confirmed,171.1,25,8,722,2110,中洲,宋紫星 / 血龙 / 传出宋紫星 / 血龙吗,拿命来吧！”忽然间，一道血光飞出，形成战场杀招，将两败俱伤的双方罩住。“宋紫星？！”丹乔认出这个杀招，不禁大惊失色。
秦鼎菱,confirmed,170.98,59,37,1847,2364,中洲,秦鼎菱 / 秦鼎菱的运 / 了秦鼎菱的 / 在秦鼎菱 / 子向秦鼎菱,变成了，嗯……一个好似锅盖的怪模样。”顾六如更加疑惑：“这是什么预兆？”秦鼎菱摇头，也是苦恼：“短时间内，我也搞不清楚。”两个月后。一则消息，让方源本
黑城,confirmed,170.68,34,16,539,1145,北原,黑城 / 在黑城 / 是黑城,看破生死之难，如今一心想培养出后继者东方余亮。”“为人豁达，胸襟宽广？”黑城冷哼一声，不屑地摇摇头，“贤弟，你看得差了。东方长凡是个实实在在的小人，
房睇长,confirmed,170.1,55,34,1542,2303,西漠,房睇长 / 他对房睇长 / 传来房睇长 / 建议房睇长 / 房睇长的智 / 打断房睇长,嫌。虽然他言辞逼迫我，不过还是想和我族定下盟约，参与此事，显露了诚意。”房睇长沉吟起来：“这也未必是诚意，或许是他有恃无恐。房安蕾受伤，他脱不了嫌疑。
厉煌,confirmed,167.68,44,21,1654,1834,中洲,厉煌,仿若风中残烛，只留下薄薄的一层。第五个呼吸。方源冷笑：“什么火衣，可笑。厉煌，你是在给自己披麻戴孝吧。结束吧，第五剑！”老者身心狂震，眼眸中被惊恐充
秦百胜,confirmed,167.46,43,25,693,1049,北原,秦百胜 / 又对秦百胜 / 和秦百胜 / 接在秦百胜 / 来到秦百胜 / 秦百胜的仙 / 秦百胜的金 / 飞入秦百胜,前小姨妈收集到关键情报，是关于马鸿运的去向。马鸿运被北原蛊仙秦百胜捉走，秦百胜的福地就坐落在绯红芦苇荡里。我这次去，就是想偷偷潜入福地，一探究竟。没想
陈衣,confirmed,166.58,39,29,1530,1869,中洲,陈衣,青袍，散发着书卷气。从外表看是青年的样子，但目光沧桑，年龄已有数千年。“陈衣，你是元莲派的太上大长老，此次豆神宫要在西漠出世，你且按我之计，前往收服
沈伤,confirmed,165.92,36,20,1930,2294,东海,沈伤 / 到沈伤的人 / 是沈伤 / 沈伤的人,源已经稳定了局面。万年斗飞车缓缓飞近，从中传出方源的声音：“该轮到我了，沈伤。”十二生肖上古战阵！轰。一声巨响，体型庞大的灰石巨人再次登场。巨人速度
韩立,confirmed,164.46,13,8,688,1435,西漠,韩立 / 和韩立 / 对韩立 / 韩立吗 / 韩立的三转,位因这株千愿树，讨得巨大便宜，而后成就蛊仙强者的人物。这个人的名字，叫做韩立。“韩立此人，原本是一个凡人。但奇遇连连不断，心性踏实果敢。他的起点比我
墨瑶,confirmed,163.82,26,13,581,1034,中洲,墨瑶 / 墨瑶仙子 / 在墨瑶 / 墨瑶的 / 是墨瑶 / 是墨瑶仙子,并非尊者，居然还能残留着意志，可见她当初时的强大修为。方源其实早有防备，但墨瑶仙子显然有特殊的手段，居然能令意志悄无声息地潜进方源的脑海中。这手段非同
乔丝柳,confirmed,163.26,23,6,1238,1647,南疆,丝柳仙子 / 乔丝柳 / 到了丝柳仙子 / 听闻乔丝柳 / 和乔丝柳 / 当初丝柳仙子 / 是乔丝柳 / 杂着乔丝柳 / 源对乔丝柳 / 看向乔丝柳,香四溢，遗留满齿，叫人回味和享受。“好茶。”方源脱口称赞。“当然是好茶，丝柳仙子亲手酿的茶，可不是一般人能够喝到的！”罗木子酸溜溜地道。“能得到遗海的称
楚度,confirmed,160.98,29,18,1075,2248,北原,楚度 / 楚度的力 / 和楚度 / 对楚度,么。”楚度差点气歪了鼻子。搞半天，你一副为难犹豫的样子，只是因为没想好？楚度皱眉，语气低沉下来：“阁下莫非是故意停下来，消遣我的么？”“楚兄息怒，自
沈从声,confirmed,159.94,32,17,1722,2246,东海,沈从声 / 再中沈从声 / 印在沈从声 / 沈从声啊 / 沈从声的音 / 看向沈从声,也有人一脸冷漠，无动于衷。放眼望去，这些蛊仙竟都是八转！宋启元、青岳安、沈从声、张阴、容婆、石淼等等，阵容之强大，前所未见！“好了，这样的情况不是很好
人祖,confirmed,159.1,20,11,13,2204,待考,人祖 / 人祖的 / 人祖的人 / 人祖的蛊师 / 对人祖 / 当年人祖,求最小了。人啊，你只要把心交给我，就可以了。”“那我就把心交给你好了。”人祖道，“但是蛊啊，你能带给我什么呢？现在这个绝境，哪怕是力量蛊和智慧蛊重新
池曲由,confirmed,158.84,27,17,1402,1954,南疆,池曲由 / 传来池曲由 / 令池曲由 / 和池曲由 / 在池曲由 / 处的池曲由,很可能就在掠影地沟。如今我们已经距离地沟不远，还请仙友下令，统筹全局。”池曲由道。他也是八转蛊仙，修为和武庸一样，甚至论资排辈，乃是武独秀一代的人物，
百莲,confirmed,156.94,7,2,225,227,待考,百莲 / 做百莲,好感。你说，这位男生能不答应吗？于是，方源当即拍着胸脯，一口答应下来：“百莲姑娘切勿忧愁，你的事情就是我的事情。我定当鼎力相助。”顿了一顿，方源语气又有
古月阴荒,confirmed,156.12,6,4,189,604,南疆,古月阴荒,“古月”这个名字呢？这是个迷。但一代死前，曾长叹：“血脉流传，百年大计，古月阴荒，天下惊惶！”他留下遗嘱，在遗嘱中，预告着古月山寨在未来，将出现一位蛊师
君神光,confirmed,155.9,5,4,1626,2294,中洲,君神光 / 向君神光,发，都散发着一丝丝的光晕。这种光晕并不耀眼，却衬托得他宛若神明。此人名为君神光，修为高达八转，专修光道，乃是中洲十大古派的太上长老，最近这段时间被紫薇
常丽,confirmed,154.86,8,3,591,628,北原,常丽 / 和常丽 / 到了常丽,头，涨红了脸，一时间不知道该怎么答话。酝酿半晌，终于从嘴里挤出几个字，“常丽小姐漂亮，很漂亮。”“哈哈哈。”常飚仰头大笑，“这就好，这就好。贤侄，请回去
气绝魔仙,confirmed,154.66,18,11,2022,2240,待考,气绝魔仙 / 气绝魔仙的 / 说气绝魔仙,重生的大喜日子，来来来，让老夫看看今时今日的蛊仙，究竟有什么样的手段！”气绝魔仙童子模样，但语气神态老气横秋，竟再次主动出手。一时间，浑白气流喷涌而去，
赤舌,confirmed,154.36,3,1,101,101,待考,赤舌的男蛊师 / 做赤舌的男,位老者。后方是一位青年女子，有一头水蓝色的长发。而在正前方的，是一位叫做赤舌的男蛊师。他是这个小组的侦察蛊师，发出嘶嘶嘶的声音，嘴中不时像外吐出舌头。他此时
江鹤,confirmed,154.14,2,1,77,77,待考,做江鹤的蛊师,他势力的渗透，同时强化边境防御，都会像下属村庄派遣蛊师驻扎在那里。这名叫做江鹤的蛊师，没有理会跪在地上的两个猎户，而是看向方源，冷声问道：“本人是古月一族驻
苏仙儿,confirmed,153.76,3,3,539,961,北原,苏仙儿,话，让黑柏十分惊愕。“什么？竟然有这等事情？”黑柏惊呼。黑城的正妻，名为苏仙儿。两百多年前，苏仙儿不过是苏家庶出之女，在酒宴上担当侍女，为当时的黑城公
房棱,confirmed,153.42,36,15,1526,2290,西漠,房棱,头牛形上古魂兽的背上，望着身边的两位蛊仙俘虏，眼眸中闪烁着阴沉得意的光。房棱、房云都是六转修为，浑身上下干净清爽，但实际，他们体内的魂魄都被一道道黑
